Codigo,Categoria,Bairro,Cidade,ValorVenda,ValorLocacao,AreaTotal,AreaPrivativa,Dormitorios,Suites,Vagas,BanheiroSocial,Endereco,Numero,Complemento,CEP,UF,DataCadastro,DataAtualizacao,Status,Situacao,DescricaoWeb,TituloSite,BairroComercial,CodigoImobiliaria
7381,Apartamento,Petrópolis,Porto Alegre,899000,0,184.5,133.65,3,3,1,Nao,Coronel Corte Real,797,401,90630-080,RS,2025-05-06,2025-06-24,Venda,Usado,"Apartamento totalmente reformado com 133,65m², 3 dormitórios e 3 suítes. Conta com amplo living para 3 ambientes, lavabo, espaço home office, cozinha espaçosa com área de serviço separada e ótima orientação solar. Reformado em hidráulica, elétrica, esgoto, janelas, portas e layout.

Condomínio com elevador, salão de festas, bicicletário, zelador e 1 vaga de garagem coberta.

Localizado em uma das ruas mais tradicionais do bairro Petrópolis, próximo a praças, escolas, farmácias, academias e a poucos minutos do Zaffari Ipiranga.

Agende sua visita!","APARTAMENTO 133m², 3 SUITES, NO BAIRRO PETROPOLIS",Petrópolis,32622
7385,Apartamento,Passo da Areia,Porto Alegre,600000,0,124.68,77.19,3,0,2,Sim,João Wallig,687,202,91340-000,RS,2025-05-07,2025-10-06,Venda,Usado,"Apartamento mobiliado impecável, com 78m² privativos. Totalmente reformado, conta com 3 dormitórios amplos, living com sacada, banheiro social, lavabo, cozinha planejada e área de serviço. Possui 2 vagas de garagem coberta.

Condomínio com portaria 24h, salão de festas, piscinas adulto e infantil, espaço gourmet e playground.

Excelente localização, próximo ao Bourbon Country, com fácil acesso a comércios, serviços e transporte.

Agende sua visita!","APARTAMENTO 3 DORM 2 VAGAS, EXCELENTE LOCALIZAÇÃO!",Passo da Areia,32622
7387,Apartamento,Passo da Areia,Porto Alegre,742000,0,101.67,70.51,2,0,1,Sim,Sapê,418,801,91350-050,RS,2025-05-08,2025-09-04,Venda,Usado,"Apartamento mobiliado impecável, totalmente reformado, com 71m² de área privativa. Conta com 2 dormitórios, amplo living com sacada integrada, churrasqueira e lareira, banheiro social, cozinha equipada com móveis sob medida e área de serviço. Possui uma vaga de garagem coberta.

O condomínio oferece portaria 24 horas, salão de festas, academia e piscina.

Localização privilegiada, com fácil acesso a supermercados, farmácias, shoppings e hospitais.

Agende sua visita!","APARTAMENTO 2 DORM, 1 VAGA, BAIRRO PASSO DA AREIA",Passo da Areia,32622
7389,Apartamento,Menino Deus,Porto Alegre,890000,0,105,85.5,2,2,2,Nao,Beck,47,901,90130-030,RS,2025-05-08,2025-09-22,Venda,Novo,"Belo e amplo apartamento com 2 Suítes, sendo 1 com sacada, Lavabo, Living 2 ambientes com janelões, favorecendo a luminosidade, cozinha americana com churrasqueira. Imóvel semimobiliado, ideal para quem procura conforto e comodidade.  Possui 02 vagas de garagem.

Edifício com Projeto Arquitetônico Contemporâneo, somente 02 apartamentos por andar, conta com Salão de Festas equipado, Churrasqueira, Bicicletário, Monitoramento por Câmeras e Jardim. 

O condomínio fica localizado próximo aos principais pontos do Menino Deus, tais como: Tribunais, Shopping Praia de Belas, Colégio Romano Santa Marta, Praças, Restaurantes, Farmácias e Hospitais. 

Agende sua visita!","APARTAMENTO 2 DORMITÓRIOS, 2 SUÍTES, 2 VAGAS",Menino Deus,32622
7395,Apartamento,Jardim Europa,Porto Alegre,3399000,0,245.08,158.84,3,3,4,Sim,Veríssimo de Amaral,536,1404,91360-470,RS,2025-05-12,2025-11-27,Venda,Novo,"Reserva imobiliária vende MARAVILHOSO apartamento de 187m2, com living de estar e jantar integrado com churrasqueira; 3 suítes; lavanderia; lavabo e uma agradável sacada.
Infraestrutura de lazer completa com salão de festas com lounge externo, fitness, brinquedoteca, espaço gourmet, playground, labirinto verde, quiosque com churrasqueira, lounge externo, piscina infantil, piscina coberta aquecida, piscina externa, quadra de beach tennis e quadra de tênis de saibro.
Localizado ao lado do Shopping Iguatemi e em frente ao Parque Germânia, um empreendimento para quem busca o conforto de uma estrutura de alto padrão e as facilidades de um dos melhores bairros de Porto Alegre. 
***Fotos referente ao decorado****",Apartamento 3 suítes e 2 vagas no Jardim Europa!,Jardim Europa,32622
7397,Apartamento,Mont'serrat,Porto Alegre,1890000,0,163,163,3,1,2,Sim,Carlos Trein Filho,577,402,90450-120,RS,2025-05-13,2025-11-18,Venda,Usado,"Apartamento com 3 dormitórios (1 suíte), living espaçoso com lareira, sacada, espaço gourmet com churrasqueira, escritório, lavabo, cozinha e área de serviço amplas. Possui 2 vagas de garagem separadas e depósito. Imóvel totalmente reformado.

Condomínio conta com piscina, salão de festas, academia, jardim, zelador e portaria virtual.

Localizado no bairro Mont Serrat, próximo a supermercados, academias, cafés, restaurantes e com fácil acesso à Anita Garibaldi.

Agende sua visita!","Apartamento 3 dorm, 2 vagas, Bairro Mont'Serrat",Mont'serrat,32622
7398,Apartamento,Moinhos de  Vento,Porto Alegre,740000,0,172.3,145.25,3,0,1,Sim,Mariante,54,204,90430-180,RS,2025-05-13,2025-09-26,Venda,Usado,"Apartamento semimobiliado com living espaçoso para três ambientes, lavabo, banheiro social, cozinha ampla, área de serviço separada, dependência de empregada e banheiro auxiliar. A área íntima conta com três dormitórios grandes e bem iluminados.

O condomínio oferece elevador, portaria 24 horas, zelador, bicicletário e uma vaga de garagem coberta, garantindo praticidade, segurança e tranquilidade aos moradores.

Localização privilegiada, a poucos metros da 24 de Outubro e próximo ao Parcão, com fácil acesso a uma das regiões mais valorizadas da cidade, que combina lazer, comércio e conveniência.

Agende sua visita!","APARTAMENTO 3 DORM, 145M², BAIRRO MONHOS DE VENTO",Moinhos de  Vento,32622
7401,Casa,Cristo Redentor,Porto Alegre,1250000,0,374,190,3,2,3,Sim,Adão Baino,475,,91350-240,RS,2025-05-14,2025-05-28,Venda,Usado,"Casa com 3 dormitórios, sendo 2 suítes, 190m² de área privativa e 3 vagas de garagem, sendo 1 coberta. Conta com amplo living com lareira, salas de estar e jantar integradas, copa-cozinha espaçosa, escritório e banheiro auxiliar. Os ambientes são bem distribuídos, oferecendo conforto e praticidade no dia a dia.

A área externa é ideal para momentos de lazer e confraternização, com espaço coberto com churrasqueira, pátio amplo, piscina e depósito.

Localizada em região privilegiada, próxima ao Bourbon Wallig, com fácil acesso a supermercados, farmácias, shoppings e hospitais.

Agende sua visita!","CASA 3 DORM, 2 SUITE, 3 VAGAS, CRISTO REDENTOR",Cristo Redentor,32622
7437,Cobertura,Menino Deus,Porto Alegre,1049000,0,257.14,204.79,3,1,2,Sim,Botafogo,395,504,90150-051,RS,2025-05-15,2025-08-04,Venda,Usado,"Cobertura com 3 dormitórios, sendo 1 suíte, 204,79 m² de área privativa, banheiro social, copa/cozinha, banheiro auxiliar e área de serviço separada. O segundo piso oferece ampla área de lazer com piscina, bar, churrasqueira, sala de TV, home office e banheiro completo. Conta com duas vagas de garagem cobertas, lado a lado, e vista panorâmica.

Condomínio bem conservado, com hall de entrada, elevador e salão de festas, oferecendo conforto e praticidade para o dia a dia.

Localizado em região privilegiada, próximo ao Praia de Belas Shopping, supermercado, hospital, parque e orla do Guaíba, com fácil acesso a transporte público e principais vias da cidade.

Agende sua visita!","COBERTURA 3 DORM, 2 VAGAS, MENINO DEUS",Menino Deus,32622
7438,Apartamento,Passo da Areia,Porto Alegre,899000,0,154.8,96.5,3,1,2,Sim,Roque Calage,870,801,91350-090,RS,2025-05-15,2025-11-26,Venda,Usado,"Apartamento de 3 dormitórios, sendo 1 suíte, com living para dois ambientes, lavabo, cozinha americana com móveis planejados, área de serviço separada, escritório e 2 vagas de garagem cobertas. 

O condomínio oferece infraestrutura completa com salão de festas, churrasqueira, segurança e área de lazer, ideal para quem busca conforto e praticidade em um ambiente tranquilo e bem cuidado.

Localizado no bairro Passo da Areia, próximo aos shoppings Iguatemi, Bourbon Country e Jardim Europa, com fácil acesso a diversas conveniências, serviços e transporte público.

Agende sua visita!","APARTAMENTO 3 DORM, 2 VAGAS, BAIRRO PASSO DA AREIA",Passo da Areia,32622
7439,Loft,Três Figueiras,Porto Alegre,550000,0,59.72,37.46,1,0,1,Sim,Valdir Antônio Lopes,199,1202,90470-245,RS,2025-05-16,2025-10-07,Venda,Usado,"Belíssimo apartamento tipo loft, mobiliado com excelente acabamento e vista panorâmica, envolvendo cozinha montada com churrasqueira e móveis sob medida, banheiro completo, 1 vaga de garagem escriturada e coberta. Equipado com geladeira, micro-ondas, máquina de lavar, ar-condicionado split, cama box, sofá, cadeiras, banquetas e armários planejados.

Condomínio com infraestrutura de resort: piscina com raia e borda aquecida, espaço fitness, sauna, espaço gourmet, lounge externo com lareira, forno de pizza, espelho d?água, elevador panorâmico e portaria 24 horas.

Localizado em ponto nobre, a poucos minutos do Shopping Iguatemi e com fácil acesso aos principais serviços, restaurantes e opções de lazer da cidade.

Agende sua visita!","BELISSIMO LOFT MOBILIADO, COM VAGA DE GARAGEM.",Três Figueiras,32622
7445,Apartamento,Petrópolis,Porto Alegre,1699000,0,138.32,104.96,2,2,2,Nao,Professor Fitzgerald,100,501,90470-160,RS,2025-05-19,2025-10-16,Venda,Usado,"Apartamento com 104,96m² privativos, 2 suítes, lavabo, amplo living com dois ambientes, sacada envidraçada, cozinha americana equipada com churrasqueira e 2 vagas de garagem.

Condomínio com portaria virtual, salão de festas, espaço gourmet, playground e espaço kids.

Em rua tranquila no bairro Petrópolis, a poucos metros da Praça da Encol, próximo ao Grêmio Náutico União e à Avenida Nilo Peçanha, com fácil acesso a todas as conveniências da região.

Agende sua visita!","Apartamento 2 Dorm, 2 suítes, Bairro Petrópolis",Petrópolis,32622
7446,Apartamento,Bela Vista,Porto Alegre,799000,0,134.55,104.44,2,0,1,Sim,Nilopolis,110,301,90460-050,RS,2025-05-19,2025-11-25,Venda,Usado,"Reserva imobiliária vende lindo apartamento mobiliado e decorado, com 104m² privativos no bairro Bela Vista. Possui dois dormitórios amplos e ensolarados, banheiro social com ventilação natural, living para três ambientes com muita luz natural, privacidade e vista definida. Cozinha americana, área de serviço separada e lavabo com opção para banheiro auxiliar. 1 vaga de garagem coberta.

Condomínio com elevador, água quente, zeladoria, hall de entrada e jardins bem cuidados.

Excelente localização, próximo à Praça da Encol e ao Grêmio Náutico União, com fácil acesso a toda a infraestrutura do bairro.

Agende sua visita!","APARTAMENTO 2 DORM, 1 VAGA, BAIRRO BELA VISTA",Bela Vista,32622
7448,Salas/Conjuntos,Menino Deus,Porto Alegre,349000,0,82.48,39.63,0,0,1,Nao,Praia de Belas,1212,714,90110-000,RS,2025-05-19,2025-10-21,Venda,,Uma construção de alto padrão conectado ao shopping e com fácil acesso a diversos pontos da cidade. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,sala conjunto com garagem elevador,Menino Deus,32622
7476,Apartamento,Petrópolis,Porto Alegre,1160000,0,134,90,3,1,2,Nao,Mário Antunes da Cunha,185,1502,90690-400,RS,2025-05-22,2025-09-04,Venda,Usado,"Apartamento com 90m² bem distribuídos, com 3 dormitórios, sendo 1 suíte com closet. Possui living para dois ambientes integrado à cozinha americana, área de serviço separada e ótima iluminação natural. Está semi-mobiliado com móveis sob medida de alta qualidade e conta com decoração elegante, assinada por arquiteto. Inclui 2 vagas de garagem e depósito.

Condomínio com infraestrutura completa, bicicletário e áreas comuns bem planejadas, oferecendo conforto, segurança e praticidade para o dia a dia.

Localizado em uma das regiões mais valorizadas de Petrópolis, com fácil acesso a comércios, serviços, escolas e opções de lazer.

Agende sua visita!","Impecável Apartamento 3 dorm, Bairro Petrópolis!",Petrópolis,32622
7478,Apartamento,Moinhos de  Vento,Porto Alegre,1200000,0,166.56,128.4,3,3,2,Nao,Hilário Ribeiro,35,202,90510-040,RS,2025-05-26,2025-11-24,Venda,Usado,"Apartamento totalmente reformado, com 128,40 m² privativos, distribuídos em 3 suítes, living espaçoso para 3 ambientes com lareira, cozinha americana com marcenaria planejada, lavabo, hall de entrada e área de serviço independente. Excelente iluminação natural e vista para o pôr do sol.

Condomínio de torre única, com portaria virtual, zeladoria, pilotis e duas vagas cobertas de garagem.

Localizado no coração do bairro Moinhos de Vento, com fácil acesso à 24 de Outubro, Parcão e uma ampla variedade de comércios e serviços, como restaurantes, padarias e supermercados.

Agende sua visita!",3 suítes revitalizado no Moinhos de Vento,Moinhos de  Vento,32622
7482,Casa em Condomínio,Partenon,Porto Alegre,554000,0,151.23,143,2,0,2,Sim,Coronel José Rodrigues Sobral,421,37,91510-000,RS,2025-05-28,2025-11-25,Venda,Usado,"Casa reformada com 143?m² privativos, dois dormitórios, duas vagas cobertas e ambientes amplos. Conta com renovação completa das instalações elétrica e hidráulica, além de piso aquecido que proporciona conforto o ano todo.

Condomínio fechado com estrutura completa, segurança, áreas de lazer, piscina, salão de festas e outras comodidades para toda a família. Um ambiente seguro e acolhedor, ideal para viver com tranquilidade e praticidade.

Situado em rua calma e residencial, com fácil acesso à Av. Bento Gonçalves e próximo a escolas, universidades, supermercados e diversos serviços.

Agende sua visita!","Casa em condomínio, 2 dormitórios, 2 vagas",Partenon,32622
7483,Apartamento,Auxiliadora,Porto Alegre,695000,0,101,101,3,1,2,Sim,Carlos Trein Filho,266,201,90450-120,RS,2025-05-28,2025-11-25,Venda,Usado,"Apartamento com três dormitórios, sendo uma suíte, living espaçoso para três ambientes, espaço para home office, cozinha integrada com churrasqueira, área de serviço e banheiro social, totalizando 101 m² privativos. Imóvel de frente, bem iluminado e ventilado, com ótima orientação solar leste/norte.

Condomínio com elevador, hall de entrada decorado, porteiro eletrônico, medição individual de água e gás, além de terraço com piscina e uma vista panorâmica da cidade.

Excelente localização no bairro Auxiliadora, com fácil acesso às principais vias da região e próximo a uma ampla variedade de serviços, gastronomia e conveniências.

Agende sua visita!","Apartamento 3 dorm, 2 vagas,  Bairro Auxiliadora",Auxiliadora,32622
7484,Loft,Moinhos de  Vento,Porto Alegre,410000,0,53.28,30.2,1,1,1,Nao,Carmen,96,406,90560-040,RS,2025-05-28,2025-05-30,Venda,Novo,"Studio com 30,20 m² privativos, 1 suíte , piso laminado instalado, e 1 vaga de garagem coberta. Ideal para quem busca praticidade, o imóvel conta com churrasqueira privativa e ambiente integrado, oferecendo versatilidade e aproveitamento inteligente do espaço.

O condomínio oferece infraestrutura completa com 3 elevadores, salão de festas, espaço gourmet, lavanderia, academia, piscina e outras comodidades que garantem conforto e praticidade no dia a dia.

Localizado no coração do Moinhos de Vento, próximo ao Zaffari da Cristóvão, Parcão, clubes tradicionais e pontos de conveniência, com fácil acesso a serviços, lazer e transporte.

Agende sua visita!",Studio 30.2 m² no bairro Moinhos de Vento,Moinhos de  Vento,32622
7492,Apartamento,Moinhos de  Vento,Porto Alegre,2850000,0,195,161,3,3,2,Nao,Félix da Cunha,737,501,90570-001,RS,2025-05-29,2025-11-05,Venda,Construção,"Apartamento com 3 suítes plenas, living para 3 ambientes integrando estar, jantar e área gourmet com bancada e churrasqueira. Conta com hall privativo com iluminação natural, ventilação cruzada, esquadrias do piso ao teto, varanda, cozinha com área de serviço separada e dependência completa. Inclui 2 vagas de garagem cobertas e depósito.

Condomínio com infraestrutura completa, incluindo salão de festas, jardim com fire place, playground, brinquedoteca e rooftop com área de contemplação, aliando conforto e lazer em um ambiente exclusivo.

Localizado no bairro Moinhos de Vento, em uma área que valoriza a preservação do patrimônio histórico e mantém a elegância dos tradicionais casarões da região.

Agende sua visita!",3 Suítes de 161m² no coração do Moinhos de Vento,Moinhos de  Vento,32622
7493,Apartamento,Menino Deus,Porto Alegre,1250000,0,122.26,80.5,2,2,2,Sim,Almirante Gonçalves,122,504,90160-040,RS,2025-05-29,2025-09-04,Venda,Novo,"Apartamento amplo com 2 dormitórios, ambos suítes, e 3 banheiros no total. Planta bem distribuída, com sacada envidraçada integrada ao living, churrasqueira privativa e suíte master com closet, oferecendo conforto e praticidade em cada ambiente.

O condomínio conta com infraestrutura completa: salão de festas com espaço gourmet, lounge externo com lareira, piscina com deck molhado, academia equipada, brinquedoteca, sala de jogos, playground, espaço office para reuniões e sistema de bikeshare para uso dos moradores.

Localizado no coração do bairro Menino Deus, entre as avenidas José de Alencar, Getúlio Vargas e Érico Veríssimo, o imóvel está próximo de supermercados, bancos, feiras, escolas, opções gastronômicas e de lazer como o Parque Marinha e a Orla do Guaíba.

Agende sua visita!","APARTAMENTO 2 SUITES, 2 VAGAS, BAIRRO MENINO DEUS",Menino Deus,32622
7495,Apartamento,Central Parque,Porto Alegre,599000,0,119.16,69.22,1,1,1,Sim,José Albano Volkmer,230,207,91410-180,RS,2025-05-29,2025-06-13,Venda,Usado,"Apartamento duplex com 69m², composto por suíte com closet, lavabo, sacada e garagem. Ficam no imóvel os móveis fixos e alguns eletrodomésticos, todos em excelente estado de conservação.

O edifício é imponente, com arquitetura moderna e infraestrutura completa, incluindo portaria 24 horas. Localizado em um bairro planejado de alto padrão, com segurança reforçada por ronda motorizada.

Está próximo à PUC-RS, Hospital São Lucas e Bourbon Ipiranga, com fácil acesso às principais vias da cidade, facilitando a mobilidade em todas as direções.

Agende sua visita!",APARTAMENTO DUPLEX COM SUÍTE NO CENTRAL PARQUE,Central Parque,32622
7496,Apartamento,São João,Porto Alegre,925000,0,138.25,95.51,3,1,2,Sim,Carlos Von Koseritz,584,601,90540-030,RS,2025-05-30,2025-10-31,Venda,Usado,"Apartamento com planta original de 3 dormitórios, atualmente configurado com 2 dormitórios, sendo 1 suíte, com fácil reversão para a planta original. Conta com living para dois ambientes com ventilação cruzada, cozinha com churrasqueira, área de serviço, banheiro auxiliar e gás central. Possui vaga dupla de garagem coberta.

Condomínio oferece salão de festas, portaria virtual e zelador, garantindo conforto e segurança aos moradores.

Localizado no bairro São João, próximo à Sogipa, com excelente infraestrutura ao redor e fácil acesso a diversas regiões da cidade.

Agende sua visita!","APARTAMENTO 3 DORM, 2 VAGAS BAIRRO SÃO JOÃO",São João,32622
7497,Casa,Chácara das Pedras,Porto Alegre,2299000,0,515,447.23,5,3,6,Sim,General Barreto Viana,321,,91330-630,RS,2025-05-30,2025-11-26,Venda,Usado,"Casa com 447 m² privativos, 5 dormitórios (3 suítes), living com lareira e lavabo, mezanino versátil para home office ou sala de TV, cozinha planejada e área de serviço independente. Ambientes amplos, bem iluminados e confortáveis para toda a família.

Na área externa, destaque para o jardim arborizado, piscina e espaço gourmet completo com churrasqueira e forno a lenha. Ideal para momentos de lazer e confraternização. Conta ainda com 6 vagas de garagem, sendo 4 cobertas.

Em região nobre de Porto Alegre, próxima a shoppings, restaurantes, conveniências e com fácil acesso às principais vias da cidade.
Agende sua visita!","Casa 5 dorm, 6 vagas, Bairro Chácara das Pedras",Chácara das Pedras,32622
7522,Apartamento,Passo da Areia,Porto Alegre,785000,0,113.3,95.38,3,1,2,Sim,José Scutari,259,402,91340-210,RS,2025-06-03,2025-11-13,Venda,Usado,"Apartamento com 3 dormitórios, sendo 1 suíte, distribuídos em quase 100m² privativos. Possui peças amplas, excelente luminosidade e ótima posição solar. Conta com churrasqueira, cozinha espaçosa, área de serviço separada e vaga de garagem escriturada.

O edifício possui elevador, medidores individuais de água e gás, e é composto por apenas 16 unidades, garantindo mais exclusividade e tranquilidade.

Localizado próximo aos shoppings Iguatemi e Bourbon Country, em uma região com ampla infraestrutura de serviços, lazer e fácil acesso às principais vias da cidade.

Agende sua visita!","APARTAMENTO 3 DOM, 1 SUITE, 1 VAGA, PASSO DA AREIA",Passo da Areia,32622
7558,Apartamento,São João,Porto Alegre,586000,3100,84.66,56.28,2,1,1,Sim,Ceará,1676,1010,90240-512,RS,2025-06-05,2025-08-07,Venda,Usado,"Apartamento novo com vista para o Guaíba, com 56,28m² de área privativa. Possui 2 dormitórios, sendo uma suíte, banheiro social, cozinha americana com churrasqueira e área de serviço. Conta com móveis sob medida na cozinha e banheiros, aquecedor de passagem, luminárias instaladas, ar-condicionado na suíte e espera nos demais ambientes. Vaga de garagem coberta.

O condomínio oferece infraestrutura completa com piscina, quadra poliesportiva, playground, sala de jogos, espaço kids, academia, churrasqueira, espaço gourmet, lounge externo e portaria 24 horas.

Localizado em região com fácil acesso a comércios, serviços, transporte público e áreas de lazer, ideal para quem busca praticidade no dia a dia.

Agende sua visita!","APARTAMENTO 2 DORM, 1 SUÍTE, EXCELENTE LOCALIZAÇÃO",São João,32622
7566,Apartamento,Bela Vista,Porto Alegre,1280000,0,245.95,151.86,3,1,3,Sim,Engenheiro Afonso Cavalcanti,31,501,90440-110,RS,2025-06-06,2025-10-07,Venda,,,,Bela Vista,32622
7574,Apartamento,Bela Vista,Porto Alegre,2850000,0,293.07,201.58,3,3,4,Nao,Coronel Bordini,1900,801,90440-003,RS,2025-06-10,2025-09-04,Venda,Usado,"Apartamento de alto padrão com 202?m² privativos, distribuídos em 3 suítes, sendo uma master com closet e hidromassagem. Possui living amplo para três ambientes com lareira e churrasqueira, varanda, cozinha com área de serviço separada e dependência completa.

O condomínio oferece infraestrutura completa de lazer e segurança, com piscina, salão de festas, academia, playground, portaria 24h e ambientes que proporcionam conforto e exclusividade.

Localizado no bairro Bela Vista, em região nobre de Porto Alegre, próximo a praças, restaurantes, escolas e com fácil acesso a importantes vias da cidade.

Agende sua visita!","APARTAMENTO 3 SUITES, 4 VAGAS, BAIRRO BELA VISTA",Bela Vista,32622
7575,Apartamento,Higienópolis,Porto Alegre,1900000,0,250,186,3,3,3,Nao,Honório Silveira Dias,895,401,90540-070,RS,2025-06-10,2025-09-19,Venda,Novo,"Apartamento de alto padrão com 186m² privativos, três suítes (sendo uma master com espera para hidromassagem), living espaçoso com três ambientes, espaço para home office, lavabo, cozinha americana, área de serviço, ampla sacada em duas laterais com churrasqueira, esperas para split e lareira, além de três vagas de garagem.

Condomínio com infraestrutura completa, incluindo elevador, salão de festas, academia, gás central e interfone, garantindo praticidade e conforto para toda a família.

Localizado próximo à Sogipa, em uma região nobre e bem servida de serviços, lazer e mobilidade.

Agende sua visita!","APARTAMENTO 3 SUITES, 3 VAGAS, BAIRRO HIGIENOPOLIS",Higienópolis,32622
7586,Apartamento Garden,Menino Deus,Porto Alegre,1320000,0,187.62,153.59,3,1,1,Nao,Mucio Teixeira,1007,202,90150-090,RS,2025-06-12,2025-08-30,Venda,Usado,"Reserva vende Apartamento amplo com 154m² de área privativa. 3 quartos (sendo uma suíte), sala para 2 ambientes bem definidos, estar intimo, terraço, cozinha ampla e área de serviço. Imóvel muito silencioso. 1 vaga de garagem com espaço para 2 veículos.

Localizado na melhor parte do Bairro Menino Deus.

Agende sua visita agora mesmo!",Garden Menino Deus - 3 quartos 1 garagem,Menino Deus,32622
7591,Apartamento,Higienopolis,Porto Alegre,1149000,0,165.06,128.49,3,1,2,Sim,Portugal,382,301,90520-310,RS,2025-06-13,2025-11-26,Venda,Usado,"Apartamento com 128,49 m² privativos, 3 dormitórios (sendo 1 suíte com closet), living para 3 ambientes, espaço gourmet com churrasqueira, banheiro social com ventilação natural, cozinha planejada, área de serviço separada, dependência de empregada com banheiro auxiliar, 2 vagas cobertas (box duplo) e depósito.

Condomínio enxuto e bem cuidado, com porteiro eletrônico, elevador e zelador, proporcionando praticidade e segurança aos moradores.

Localização privilegiada no bairro Higienópolis, próximo à Sogipa, escolas, supermercados, áreas verdes e com fácil acesso às principais vias da cidade.

Agende sua visita!","Apartamento 3 dorm, suíte, 2 vagas no Higienópolis",Higienopolis,32622
7592,Apartamento,Passo da Areia,Porto Alegre,766000,0,135.31,90,2,1,2,Sim,Grécia,1100,508,91350-070,RS,2025-06-13,2025-11-25,Venda,Usado,"Reserva imobiliária vende ótimo apartamento com 90m² privativos, 2 dormitórios (sendo 1 suíte), originalmente  com 3 dormitórios, fácil reversão. Conta com living para dois ambientes, sacada com churrasqueira, banheiro social, cozinha americana com armários e área de serviço separada. Possui 1 vaga dupla de garagem.

Condomínio com portaria 24 horas, zelador, dois elevadores e infraestrutura completa: piscinas adulto e infantil, academia, brinquedoteca, salão de festas, quiosques com churrasqueiras, bicicletário e amplas áreas de convivência.

Localizado no bairro Passo d´Areia, próximo ao Bourbon Wallig e com fácil acesso à Av. Plínio Brasil Milano, em região com diversas opções de comércio, serviços e transporte.

Agende sua visita!","Apartamento de 3 dorm, 1 suíte, Passo D'areia",Passo da Areia,32622
7596,Apartamento Garden,Petrópolis,Porto Alegre,1300000,0,164,120,2,2,2,Sim,Desembargador Alves Nogueira,55,201,90470-110,RS,2025-06-16,2025-11-24,Venda,Usado,"Excelente oportunidade de adquirir um lindo apartamento garden no bairro Petrópolis! Totalmente conservado, o imóvel oferece conforto e praticidade, localizado a poucos metros do Grêmio Náutico União. Conta com uma aconchegante lareira convencional, uma bela área externa ideal para relaxar e receber amigos, além de churrasqueira para momentos de lazer. O apartamento é semimobiliado, facilitando sua personalização, e dispõe de duas vagas de garagem lado a lado. Com orientação solar oeste, proporciona iluminação natural e ventilação agradável ao longo do dia. Um espaço que combina charme, funcionalidade e uma localização privilegiada.
Agende sua visita!",Garden 02 suítes e 02 vagas ao lado do União,Petrópolis,32622
7597,Apartamento,Petrópolis,Porto Alegre,980000,0,135.97,113.24,3,1,1,Sim,Felipe de Oliveira,921,902,,RS,2025-06-16,2025-10-30,Venda,Usado,"Apartamento espaçoso e iluminado, com 3 dormitórios, sendo uma suíte, living para dois ambientes com lareira ecológica e vista panorâmica. Conta com área de serviço separada, dependência com banheiro auxiliar e 1 vaga cobertas para carros pequenos.

Edifício revitalizado, com estrutura imponente e completa: jardim, salão de festas, academia, portaria 24 horas, dois elevadores e acessibilidade para cadeirantes, oferecendo conforto e segurança para toda a família.

Localizado no bairro Petrópolis, uma das regiões mais valorizadas de Porto Alegre, com fácil acesso a avenidas importantes, colégios, supermercados e ampla oferta de serviços e conveniências.

Agende sua visita!","3 DORMITÓRIOS, 1 SUÍTE, 1 VAGA, BAIRRO PETRÓPOLIS",Petrópolis,32622
7598,Apartamento,Passo da Areia,Porto Alegre,849000,0,81,81,3,1,1,Sim,Grécia,1000,304,91350-070,RS,2025-06-16,2025-11-25,Venda,Usado,"Reserva imobiliária vende lindo apartamento com 3 dormitórios, sendo 1 suíte, distribuído em 81,64m² de área privativa. Possui living para dois ambientes com sacada integrada e churrasqueira, esquadrias amplas que favorecem a iluminação natural, cozinha planejada com área de serviço separada, banheiro social e 1 vaga coberta de garagem. Ambientes bem iluminados, com orientação solar leste/norte.

Condomínio completo com portaria 24h, 2 elevadores, salões de festas adulto e infantil, brinquedoteca, playground, sala fitness, quadra poliesportiva, quiosque com churrasqueira, piscinas aquecidas, sala de jogos, minimercado, sistema de segurança com câmeras, placas solares, medidores individuais de água e gás, além de vestiário para funcionários.

Excelente localização, próximo aos shoppings Bourbon Wallig, Iguatemi e Country, além de hospitais, escolas, universidades, Consulado Americano e ampla rede de serviços e transporte.

Agende sua visita!","APARTAMENTO 3 DORM 2 VAGAS, EXCELENTE LOCALIZAÇÃO!",Passo da Areia,32622
7599,Cobertura,Petrópolis,Porto Alegre,1350000,0,260.74,205,3,1,2,Nao,Ferreira Viana,559,701,90670-100,RS,2025-06-16,2025-11-06,Venda,Usado,"Cobertura com 205m² de área privativa, distribuída em dois pavimentos. Na parte superior, conta com sala espaçosa com lareira, churrasqueira e espaço para home office. No pavimento inferior, cozinha e área de serviço separadas, living aconchegante, três dormitórios, sendo uma suíte. Vista panorâmica com pôr do sol.

Condomínio com salão de festas e duas vagas de garagem cobertas, oferecendo praticidade e conforto para o dia a dia.

Localizada no bairro Petrópolis, em região tranquila e valorizada, com fácil acesso a vias principais, comércio, serviços e escolas.

Agende sua visita!","Cobertura 3 dorm, 2 vagas, Bairro Petrópolis",Petrópolis,32622
